,date,location,new_cases,new_deaths,total_cases,total_deaths
1204,2020-02-29,Iraq,1.0,,8,
1205,2020-03-01,Iraq,5.0,,13,
1206,2020-03-02,Iraq,6.0,,19,
1207,2020-03-03,Iraq,7.0,,26,
1208,2020-03-04,Iraq,5.0,,31,
1209,2020-03-05,Iraq,5.0,,36,2.0
1210,2020-03-06,Iraq,0.0,0.0,36,2.0
1211,2020-03-07,Iraq,8.0,2.0,44,4.0
1212,2020-03-08,Iraq,10.0,0.0,54,4.0
1213,2020-03-09,Iraq,6.0,2.0,60,6.0
1214,2020-03-10,Iraq,1.0,0.0,61,6.0
1215,2020-03-11,Iraq,0.0,0.0,61,6.0
1216,2020-03-12,Iraq,9.0,1.0,70,7.0
1217,2020-03-13,Iraq,0.0,0.0,70,7.0
1218,2020-03-14,Iraq,23.0,2.0,93,9.0
1219,2020-03-15,Iraq,0.0,0.0,93,9.0
1220,2020-03-16,Iraq,31.0,0.0,124,9.0
1221,2020-03-17,Iraq,0.0,0.0,124,9.0
1222,2020-03-01,Ireland,,,1,
1223,2020-03-02,Ireland,0.0,,1,
1224,2020-03-03,Ireland,0.0,,1,
1225,2020-03-04,Ireland,1.0,,2,
1226,2020-03-05,Ireland,0.0,,2,
1227,2020-03-06,Ireland,12.0,,14,
1228,2020-03-07,Ireland,4.0,,18,
1229,2020-03-08,Ireland,1.0,,19,
1230,2020-03-09,Ireland,2.0,,21,
1231,2020-03-10,Ireland,3.0,,24,
1232,2020-03-11,Ireland,10.0,,34,
1233,2020-03-12,Ireland,9.0,,43,1.0
1234,2020-03-13,Ireland,27.0,0.0,70,1.0
1235,2020-03-14,Ireland,20.0,0.0,90,1.0
1236,2020-03-15,Ireland,39.0,1.0,129,2.0
1237,2020-03-16,Ireland,40.0,0.0,169,2.0
1238,2020-03-17,Ireland,54.0,0.0,223,2.0
1239,2020-02-22,Israel,,,1,
1240,2020-02-23,Israel,0.0,,1,
1241,2020-02-24,Israel,0.0,,1,
1242,2020-02-25,Israel,1.0,,2,
1243,2020-02-26,Israel,0.0,,2,
1244,2020-02-27,Israel,0.0,,2,
1245,2020-02-28,Israel,1.0,,3,
1246,2020-02-29,Israel,2.0,,5,
1247,2020-03-01,Israel,2.0,,7,
1248,2020-03-02,Israel,0.0,,7,
1249,2020-03-03,Israel,3.0,,10,
1250,2020-03-04,Israel,2.0,,12,
1251,2020-03-05,Israel,3.0,,15,
1252,2020-03-06,Israel,0.0,,15,
1253,2020-03-07,Israel,4.0,,19,
1254,2020-03-08,Israel,6.0,,25,
1255,2020-03-09,Israel,14.0,,39,
1256,2020-03-10,Israel,0.0,,39,
1257,2020-03-11,Israel,36.0,,75,
1258,2020-03-12,Israel,0.0,,75,
1259,2020-03-13,Israel,0.0,,75,
1260,2020-03-14,Israel,25.0,,100,
1261,2020-03-15,Israel,78.0,,178,
1262,2020-03-16,Israel,22.0,,200,
1263,2020-03-17,Israel,50.0,,250,
1264,2020-01-31,Italy,,,2,
1265,2020-02-01,Italy,0.0,,2,
1266,2020-02-02,Italy,0.0,,2,
1267,2020-02-03,Italy,0.0,,2,
1268,2020-02-04,Italy,0.0,,2,
1269,2020-02-05,Italy,0.0,,2,
1270,2020-02-06,Italy,0.0,,2,
1271,2020-02-07,Italy,1.0,,3,
1272,2020-02-08,Italy,0.0,,3,
1273,2020-02-09,Italy,0.0,,3,
1274,2020-02-10,Italy,0.0,,3,
1275,2020-02-11,Italy,0.0,,3,
1276,2020-02-12,Italy,0.0,,3,
1277,2020-02-13,Italy,0.0,,3,
1278,2020-02-14,Italy,0.0,,3,
1279,2020-02-15,Italy,0.0,,3,
1280,2020-02-16,Italy,0.0,,3,
1281,2020-02-17,Italy,0.0,,3,
1282,2020-02-18,Italy,0.0,,3,
1283,2020-02-19,Italy,0.0,,3,
1284,2020-02-20,Italy,0.0,,3,
1285,2020-02-21,Italy,0.0,,3,
1286,2020-02-22,Italy,6.0,,9,
1287,2020-02-23,Italy,67.0,,76,2.0
1288,2020-02-24,Italy,48.0,0.0,124,2.0
1289,2020-02-25,Italy,105.0,4.0,229,6.0
1290,2020-02-26,Italy,93.0,5.0,322,11.0
1291,2020-02-27,Italy,78.0,1.0,400,12.0
1292,2020-02-28,Italy,250.0,5.0,650,17.0
1293,2020-02-29,Italy,238.0,4.0,888,21.0
1294,2020-03-01,Italy,240.0,8.0,1128,29.0
1295,2020-03-02,Italy,561.0,6.0,1689,35.0
1296,2020-03-03,Italy,347.0,17.0,2036,52.0
1297,2020-03-04,Italy,466.0,28.0,2502,80.0
1298,2020-03-05,Italy,587.0,27.0,3089,107.0
1299,2020-03-06,Italy,769.0,41.0,3858,148.0
1300,2020-03-07,Italy,778.0,49.0,4636,197.0
1301,2020-03-08,Italy,1247.0,37.0,5883,234.0
1302,2020-03-09,Italy,1492.0,132.0,7375,366.0
1303,2020-03-10,Italy,1797.0,97.0,9172,463.0
1304,2020-03-11,Italy,977.0,168.0,10149,631.0
1305,2020-03-12,Italy,2313.0,196.0,12462,827.0
1306,2020-03-13,Italy,2651.0,189.0,15113,1016.0
1307,2020-03-14,Italy,2547.0,252.0,17660,1268.0
1308,2020-03-15,Italy,3497.0,173.0,21157,1441.0
1309,2020-03-16,Italy,3590.0,368.0,24747,1809.0
1310,2020-03-17,Italy,3233.0,694.0,27980,2503.0
1311,2020-03-11,Jamaica,,,1,
1312,2020-03-12,Jamaica,0.0,,1,
1313,2020-03-13,Jamaica,0.0,,1,
1314,2020-03-14,Jamaica,6.0,,7,
1315,2020-03-15,Jamaica,1.0,,8,
1316,2020-03-16,Jamaica,2.0,,10,
1317,2020-03-17,Jamaica,0.0,,10,
1318,2020-01-21,Japan,,,1,
1319,2020-01-22,Japan,0.0,,1,
1320,2020-01-23,Japan,0.0,,1,
1321,2020-01-24,Japan,0.0,,1,
1322,2020-01-25,Japan,2.0,,3,
1323,2020-01-26,Japan,0.0,,3,
1324,2020-01-27,Japan,1.0,,4,
1325,2020-01-28,Japan,2.0,,6,
1326,2020-01-29,Japan,1.0,,7,
1327,2020-01-30,Japan,4.0,,11,
1328,2020-01-31,Japan,3.0,,14,
1329,2020-02-01,Japan,3.0,,17,
1330,2020-02-02,Japan,3.0,,20,
1331,2020-02-03,Japan,0.0,,20,
1332,2020-02-04,Japan,0.0,,20,
1333,2020-02-05,Japan,3.0,,23,
1334,2020-02-06,Japan,2.0,,25,
1335,2020-02-07,Japan,0.0,,25,
1336,2020-02-08,Japan,0.0,,25,
1337,2020-02-09,Japan,1.0,,26,
1338,2020-02-10,Japan,0.0,,26,
1339,2020-02-11,Japan,0.0,,26,
1340,2020-02-12,Japan,2.0,,28,
1341,2020-02-13,Japan,1.0,,29,
1342,2020-02-14,Japan,4.0,,33,1.0
1343,2020-02-15,Japan,8.0,0.0,41,1.0
1344,2020-02-16,Japan,12.0,0.0,53,1.0
1345,2020-02-17,Japan,6.0,0.0,59,1.0
1346,2020-02-18,Japan,6.0,0.0,65,1.0
1347,2020-02-19,Japan,8.0,0.0,73,1.0
1348,2020-02-20,Japan,12.0,0.0,85,1.0
1349,2020-02-21,Japan,8.0,0.0,93,1.0
1350,2020-02-22,Japan,12.0,0.0,105,1.0
1351,2020-02-23,Japan,27.0,0.0,132,1.0
1352,2020-02-24,Japan,12.0,0.0,144,1.0
1353,2020-02-25,Japan,13.0,0.0,157,1.0
1354,2020-02-26,Japan,7.0,0.0,164,1.0
1355,2020-02-27,Japan,22.0,2.0,186,3.0
1356,2020-02-28,Japan,24.0,1.0,210,4.0
1357,2020-02-29,Japan,20.0,1.0,230,5.0
1358,2020-03-01,Japan,9.0,0.0,239,5.0
1359,2020-03-02,Japan,15.0,1.0,254,6.0
1360,2020-03-03,Japan,14.0,0.0,268,6.0
1361,2020-03-04,Japan,16.0,0.0,284,6.0
1362,2020-03-05,Japan,33.0,0.0,317,6.0
1363,2020-03-06,Japan,32.0,0.0,349,6.0
1364,2020-03-07,Japan,59.0,0.0,408,6.0
1365,2020-03-08,Japan,47.0,0.0,455,6.0
1366,2020-03-09,Japan,33.0,1.0,488,7.0
1367,2020-03-10,Japan,26.0,2.0,514,9.0
1368,2020-03-11,Japan,54.0,3.0,568,12.0
1369,2020-03-12,Japan,52.0,3.0,620,15.0
1370,2020-03-13,Japan,55.0,4.0,675,19.0
1371,2020-03-14,Japan,41.0,2.0,716,21.0
1372,2020-03-15,Japan,64.0,1.0,780,22.0
1373,2020-03-16,Japan,34.0,2.0,814,24.0
1374,2020-03-17,Japan,15.0,4.0,829,28.0
1375,2020-03-13,Jersey,,,2,
1376,2020-03-14,Jersey,0.0,,2,
1377,2020-03-15,Jersey,0.0,,2,
1378,2020-03-16,Jersey,0.0,,2,
1379,2020-03-17,Jersey,0.0,,2,
1380,2020-03-03,Jordan,,,1,
1381,2020-03-04,Jordan,0.0,,1,
1382,2020-03-05,Jordan,0.0,,1,
1383,2020-03-06,Jordan,0.0,,1,
1384,2020-03-07,Jordan,0.0,,1,
1385,2020-03-08,Jordan,0.0,,1,
1386,2020-03-09,Jordan,0.0,,1,
1387,2020-03-10,Jordan,0.0,,1,
1388,2020-03-11,Jordan,0.0,,1,
1389,2020-03-12,Jordan,0.0,,1,
1390,2020-03-13,Jordan,0.0,,1,
1391,2020-03-14,Jordan,0.0,,1,
1392,2020-03-15,Jordan,0.0,,1,
1393,2020-03-16,Jordan,5.0,,6,
1394,2020-03-17,Jordan,29.0,,35,
1395,2020-03-15,Kazakhstan,,,6,
1396,2020-03-16,Kazakhstan,0.0,,6,
1397,2020-03-17,Kazakhstan,0.0,,6,
1398,2020-03-14,Kenya,,,1,
1399,2020-03-15,Kenya,0.0,,1,
1400,2020-03-16,Kenya,0.0,,1,
1401,2020-03-17,Kenya,2.0,,3,
1402,2020-02-24,Kuwait,,,3,
1403,2020-02-25,Kuwait,5.0,,8,
1404,2020-02-26,Kuwait,4.0,,12,
1405,2020-02-27,Kuwait,31.0,,43,
1406,2020-02-28,Kuwait,0.0,,43,
1407,2020-02-29,Kuwait,2.0,,45,
1408,2020-03-01,Kuwait,0.0,,45,
1409,2020-03-02,Kuwait,11.0,,56,
1410,2020-03-03,Kuwait,0.0,,56,
1411,2020-03-04,Kuwait,0.0,,56,
1412,2020-03-05,Kuwait,2.0,,58,
1413,2020-03-06,Kuwait,0.0,,58,
1414,2020-03-07,Kuwait,0.0,,58,
1415,2020-03-08,Kuwait,4.0,,62,
1416,2020-03-09,Kuwait,2.0,,64,
1417,2020-03-10,Kuwait,1.0,,65,
1418,2020-03-11,Kuwait,4.0,,69,
1419,2020-03-12,Kuwait,11.0,,80,
1420,2020-03-13,Kuwait,0.0,,80,
1421,2020-03-14,Kuwait,20.0,,100,
1422,2020-03-15,Kuwait,12.0,,112,
1423,2020-03-16,Kuwait,0.0,,112,
1424,2020-03-17,Kuwait,18.0,,130,
1425,2020-03-03,Latvia,,,1,
1426,2020-03-04,Latvia,0.0,,1,
1427,2020-03-05,Latvia,0.0,,1,
1428,2020-03-06,Latvia,0.0,,1,
1429,2020-03-07,Latvia,0.0,,1,
1430,2020-03-08,Latvia,0.0,,1,
1431,2020-03-09,Latvia,2.0,,3,
1432,2020-03-10,Latvia,3.0,,6,
1433,2020-03-11,Latvia,2.0,,8,
1434,2020-03-12,Latvia,8.0,,16,
1435,2020-03-13,Latvia,0.0,,16,
1436,2020-03-14,Latvia,0.0,,16,
1437,2020-03-15,Latvia,14.0,,30,
1438,2020-03-16,Latvia,1.0,,31,
1439,2020-03-17,Latvia,5.0,,36,
1440,2020-02-22,Lebanon,,,1,
1441,2020-02-23,Lebanon,0.0,,1,
1442,2020-02-24,Lebanon,0.0,,1,
1443,2020-02-25,Lebanon,0.0,,1,
1444,2020-02-26,Lebanon,0.0,,1,
1445,2020-02-27,Lebanon,1.0,,2,
1446,2020-02-28,Lebanon,0.0,,2,
1447,2020-02-29,Lebanon,0.0,,2,
1448,2020-03-01,Lebanon,0.0,,2,
1449,2020-03-02,Lebanon,8.0,,10,
1450,2020-03-03,Lebanon,3.0,,13,
1451,2020-03-04,Lebanon,0.0,,13,
1452,2020-03-05,Lebanon,0.0,,13,
1453,2020-03-06,Lebanon,3.0,,16,
1454,2020-03-07,Lebanon,6.0,,22,
1455,2020-03-08,Lebanon,6.0,,28,
1456,2020-03-09,Lebanon,4.0,,32,
1457,2020-03-10,Lebanon,9.0,,41,
1458,2020-03-11,Lebanon,0.0,,41,1.0
1459,2020-03-12,Lebanon,25.0,2.0,66,3.0
1460,2020-03-13,Lebanon,0.0,0.0,66,3.0
1461,2020-03-14,Lebanon,11.0,0.0,77,3.0
1462,2020-03-15,Lebanon,16.0,0.0,93,3.0
1463,2020-03-16,Lebanon,6.0,0.0,99,3.0
1464,2020-03-17,Lebanon,10.0,0.0,109,3.0
1465,2020-03-17,Liberia,,,1,
1466,2020-03-05,Liechtenstein,,,1,
1467,2020-03-06,Liechtenstein,0.0,,1,
1468,2020-03-07,Liechtenstein,0.0,,1,
1469,2020-03-08,Liechtenstein,0.0,,1,
1470,2020-03-09,Liechtenstein,0.0,,1,
1471,2020-03-10,Liechtenstein,0.0,,1,
1472,2020-03-11,Liechtenstein,0.0,,1,
1473,2020-03-12,Liechtenstein,0.0,,1,
1474,2020-03-13,Liechtenstein,3.0,,4,
1475,2020-03-14,Liechtenstein,0.0,,4,
1476,2020-03-15,Liechtenstein,0.0,,4,
1477,2020-03-16,Liechtenstein,3.0,,7,
1478,2020-03-17,Liechtenstein,0.0,,7,
1479,2020-02-28,Lithuania,,,1,
1480,2020-02-29,Lithuania,0.0,,1,
1481,2020-03-01,Lithuania,0.0,,1,
1482,2020-03-02,Lithuania,0.0,,1,
1483,2020-03-03,Lithuania,0.0,,1,
1484,2020-03-04,Lithuania,0.0,,1,
1485,2020-03-05,Lithuania,0.0,,1,
1486,2020-03-06,Lithuania,0.0,,1,
1487,2020-03-07,Lithuania,0.0,,1,
1488,2020-03-08,Lithuania,0.0,,1,
1489,2020-03-09,Lithuania,0.0,,1,
1490,2020-03-10,Lithuania,0.0,,1,
1491,2020-03-11,Lithuania,0.0,,1,
1492,2020-03-12,Lithuania,2.0,,3,
1493,2020-03-13,Lithuania,0.0,,3,
1494,2020-03-14,Lithuania,3.0,,6,
1495,2020-03-15,Lithuania,3.0,,9,
1496,2020-03-16,Lithuania,5.0,,14,
1497,2020-03-17,Lithuania,3.0,,17,
1498,2020-03-02,Luxembourg,,,1,
1499,2020-03-03,Luxembourg,0.0,,1,
1500,2020-03-04,Luxembourg,0.0,,1,
1501,2020-03-05,Luxembourg,0.0,,1,
1502,2020-03-06,Luxembourg,0.0,,1,
1503,2020-03-07,Luxembourg,1.0,,2,
1504,2020-03-08,Luxembourg,0.0,,2,
1505,2020-03-09,Luxembourg,0.0,,2,
1506,2020-03-10,Luxembourg,3.0,,5,
1507,2020-03-11,Luxembourg,0.0,,5,
1508,2020-03-12,Luxembourg,12.0,,17,
1509,2020-03-13,Luxembourg,0.0,,17,
1510,2020-03-14,Luxembourg,21.0,,38,1.0
1511,2020-03-15,Luxembourg,0.0,0.0,38,1.0
1512,2020-03-16,Luxembourg,0.0,0.0,38,1.0
1513,2020-03-17,Luxembourg,43.0,0.0,81,1.0
1514,2020-01-26,Malaysia,,,3,
1515,2020-01-27,Malaysia,1.0,,4,
1516,2020-01-28,Malaysia,0.0,,4,
1517,2020-01-29,Malaysia,0.0,,4,
1518,2020-01-30,Malaysia,3.0,,7,
1519,2020-01-31,Malaysia,1.0,,8,
1520,2020-02-01,Malaysia,0.0,,8,
1521,2020-02-02,Malaysia,0.0,,8,
