,date,location,new_cases,new_deaths,total_cases,total_deaths
2669,2020-02-25,United Arab Emirates,0.0,,13,
2670,2020-02-26,United Arab Emirates,0.0,,13,
2671,2020-02-27,United Arab Emirates,0.0,,13,
2672,2020-02-28,United Arab Emirates,6.0,,19,
2673,2020-02-29,United Arab Emirates,0.0,,19,
2674,2020-03-01,United Arab Emirates,0.0,,19,
2675,2020-03-02,United Arab Emirates,2.0,,21,
2676,2020-03-03,United Arab Emirates,0.0,,21,
2677,2020-03-04,United Arab Emirates,6.0,,27,
2678,2020-03-05,United Arab Emirates,0.0,,27,
2679,2020-03-06,United Arab Emirates,0.0,,27,
2680,2020-03-07,United Arab Emirates,18.0,,45,
2681,2020-03-08,United Arab Emirates,0.0,,45,
2682,2020-03-09,United Arab Emirates,0.0,,45,
2683,2020-03-10,United Arab Emirates,14.0,,59,
2684,2020-03-11,United Arab Emirates,15.0,,74,
2685,2020-03-12,United Arab Emirates,0.0,,74,
2686,2020-03-13,United Arab Emirates,11.0,,85,
2687,2020-03-14,United Arab Emirates,0.0,,85,
2688,2020-03-15,United Arab Emirates,0.0,,85,
2689,2020-03-16,United Arab Emirates,13.0,,98,
2690,2020-03-17,United Arab Emirates,0.0,,98,
2691,2020-03-17,Tanzania,,,1,
2692,2020-03-17,United States Virgin Islands,,,2,
2693,2020-01-23,United States,,,1,
2694,2020-01-24,United States,0.0,,1,
2695,2020-01-25,United States,1.0,,2,
2696,2020-01-26,United States,0.0,,2,
2697,2020-01-27,United States,3.0,,5,
2698,2020-01-28,United States,0.0,,5,
2699,2020-01-29,United States,0.0,,5,
2700,2020-01-30,United States,0.0,,5,
2701,2020-01-31,United States,1.0,,6,
2702,2020-02-01,United States,1.0,,7,
2703,2020-02-02,United States,1.0,,8,
2704,2020-02-03,United States,3.0,,11,
2705,2020-02-04,United States,0.0,,11,
2706,2020-02-05,United States,0.0,,11,
2707,2020-02-06,United States,1.0,,12,
2708,2020-02-07,United States,0.0,,12,
2709,2020-02-08,United States,0.0,,12,
2710,2020-02-09,United States,0.0,,12,
2711,2020-02-10,United States,0.0,,12,
2712,2020-02-11,United States,1.0,,13,
2713,2020-02-12,United States,0.0,,13,
2714,2020-02-13,United States,1.0,,14,
2715,2020-02-14,United States,1.0,,15,
2716,2020-02-15,United States,0.0,,15,
2717,2020-02-16,United States,0.0,,15,
2718,2020-02-17,United States,0.0,,15,
2719,2020-02-18,United States,0.0,,15,
2720,2020-02-19,United States,0.0,,15,
2721,2020-02-20,United States,0.0,,15,
2722,2020-02-21,United States,0.0,,15,
2723,2020-02-22,United States,20.0,,35,
2724,2020-02-23,United States,0.0,,35,
2725,2020-02-24,United States,0.0,,35,
2726,2020-02-25,United States,18.0,,53,
2727,2020-02-26,United States,0.0,,53,
2728,2020-02-27,United States,6.0,,59,
2729,2020-02-28,United States,0.0,,59,
2730,2020-02-29,United States,3.0,,62,
2731,2020-03-01,United States,0.0,,62,
2732,2020-03-02,United States,0.0,,62,
2733,2020-03-03,United States,2.0,,64,2.0
2734,2020-03-04,United States,44.0,4.0,108,6.0
2735,2020-03-05,United States,21.0,3.0,129,9.0
2736,2020-03-06,United States,19.0,1.0,148,10.0
2737,2020-03-07,United States,65.0,1.0,213,11.0
2738,2020-03-08,United States,0.0,0.0,213,11.0
2739,2020-03-09,United States,0.0,0.0,213,11.0
2740,2020-03-10,United States,259.0,8.0,472,19.0
2741,2020-03-11,United States,224.0,6.0,696,25.0
2742,2020-03-12,United States,291.0,4.0,987,29.0
2743,2020-03-13,United States,277.0,7.0,1264,36.0
2744,2020-03-14,United States,414.0,5.0,1678,41.0
2745,2020-03-15,United States,0.0,0.0,1678,41.0
2746,2020-03-16,United States,0.0,0.0,1678,41.0
2747,2020-03-17,United States,1825.0,17.0,3503,58.0
2748,2020-03-16,Uruguay,,,4,
2749,2020-03-17,Uruguay,2.0,,6,
2750,2020-03-16,Uzbekistan,,,4,
2751,2020-03-17,Uzbekistan,0.0,,4,
2752,2020-03-14,Venezuela,,,2,
2753,2020-03-15,Venezuela,0.0,,2,
2754,2020-03-16,Venezuela,0.0,,2,
2755,2020-03-17,Venezuela,31.0,,33,
2756,2020-01-24,Vietnam,,,2,
2757,2020-01-25,Vietnam,0.0,,2,
2758,2020-01-26,Vietnam,0.0,,2,
2759,2020-01-27,Vietnam,0.0,,2,
2760,2020-01-28,Vietnam,0.0,,2,
2761,2020-01-29,Vietnam,0.0,,2,
2762,2020-01-30,Vietnam,0.0,,2,
2763,2020-01-31,Vietnam,3.0,,5,
2764,2020-02-01,Vietnam,1.0,,6,
2765,2020-02-02,Vietnam,1.0,,7,
2766,2020-02-03,Vietnam,1.0,,8,
2767,2020-02-04,Vietnam,1.0,,9,
2768,2020-02-05,Vietnam,1.0,,10,
2769,2020-02-06,Vietnam,0.0,,10,
2770,2020-02-07,Vietnam,2.0,,12,
2771,2020-02-08,Vietnam,1.0,,13,
2772,2020-02-09,Vietnam,1.0,,14,
2773,2020-02-10,Vietnam,0.0,,14,
2774,2020-02-11,Vietnam,1.0,,15,
2775,2020-02-12,Vietnam,0.0,,15,
2776,2020-02-13,Vietnam,1.0,,16,
2777,2020-02-14,Vietnam,0.0,,16,
2778,2020-02-15,Vietnam,0.0,,16,
2779,2020-02-16,Vietnam,0.0,,16,
2780,2020-02-17,Vietnam,0.0,,16,
2781,2020-02-18,Vietnam,0.0,,16,
2782,2020-02-19,Vietnam,0.0,,16,
2783,2020-02-20,Vietnam,0.0,,16,
2784,2020-02-21,Vietnam,0.0,,16,
2785,2020-02-22,Vietnam,0.0,,16,
2786,2020-02-23,Vietnam,0.0,,16,
2787,2020-02-24,Vietnam,0.0,,16,
2788,2020-02-25,Vietnam,0.0,,16,
2789,2020-02-26,Vietnam,0.0,,16,
2790,2020-02-27,Vietnam,0.0,,16,
2791,2020-02-28,Vietnam,0.0,,16,
2792,2020-02-29,Vietnam,0.0,,16,
2793,2020-03-01,Vietnam,0.0,,16,
2794,2020-03-02,Vietnam,0.0,,16,
2795,2020-03-03,Vietnam,0.0,,16,
2796,2020-03-04,Vietnam,0.0,,16,
2797,2020-03-05,Vietnam,0.0,,16,
2798,2020-03-06,Vietnam,0.0,,16,
2799,2020-03-07,Vietnam,1.0,,17,
2800,2020-03-08,Vietnam,4.0,,21,
2801,2020-03-09,Vietnam,9.0,,30,
2802,2020-03-10,Vietnam,1.0,,31,
2803,2020-03-11,Vietnam,4.0,,35,
2804,2020-03-12,Vietnam,4.0,,39,
2805,2020-03-13,Vietnam,0.0,,39,
2806,2020-03-14,Vietnam,9.0,,48,
2807,2020-03-15,Vietnam,5.0,,53,
2808,2020-03-16,Vietnam,4.0,,57,
2809,2020-03-17,Vietnam,4.0,,61,
2810,2020-01-21,World,0.0,0.0,282,6.0
2811,2020-01-22,World,32.0,0.0,314,6.0
2812,2020-01-23,World,266.0,11.0,581,17.0
2813,2020-01-24,World,262.0,8.0,846,25.0
2814,2020-01-25,World,467.0,16.0,1320,41.0
2815,2020-01-26,World,691.0,15.0,2014,56.0
2816,2020-01-27,World,783.0,24.0,2798,80.0
2817,2020-01-28,World,1792.0,26.0,4593,106.0
2818,2020-01-29,World,1468.0,26.0,6065,132.0
2819,2020-01-30,World,1750.0,38.0,7818,170.0
2820,2020-01-31,World,2006.0,43.0,9826,213.0
2821,2020-02-01,World,2121.0,46.0,11953,259.0
2822,2020-02-02,World,2604.0,45.0,14557,305.0
2823,2020-02-03,World,2834.0,57.0,17391,362.0
2824,2020-02-04,World,3239.0,64.0,20630,426.0
2825,2020-02-05,World,3913.0,66.0,24544,492.0
2826,2020-02-06,World,3712.0,73.0,28276,565.0
2827,2020-02-07,World,3205.0,73.0,31481,638.0
2828,2020-02-08,World,3405.0,86.0,34886,724.0
2829,2020-02-09,World,2672.0,89.0,37558,813.0
2830,2020-02-10,World,2996.0,97.0,40554,910.0
2831,2020-02-11,World,2549.0,108.0,43103,1018.0
2832,2020-02-12,World,2068.0,97.0,45171,1115.0
2833,2020-02-13,World,1826.0,254.0,46997,1369.0
2834,2020-02-14,World,2056.0,13.0,49053,1383.0
2835,2020-02-15,World,1526.0,143.0,50580,1526.0
2836,2020-02-16,World,1277.0,142.0,51857,1669.0
2837,2020-02-17,World,19572.0,106.0,71429,1775.0
2838,2020-02-18,World,1903.0,98.0,73332,1873.0
2839,2020-02-19,World,1872.0,136.0,75204,2009.0
2840,2020-02-20,World,542.0,115.0,75748,2129.0
2841,2020-02-21,World,1021.0,118.0,76769,2247.0
2842,2020-02-22,World,1023.0,112.0,77794,2359.0
2843,2020-02-23,World,1017.0,102.0,78811,2463.0
2844,2020-02-24,World,517.0,155.0,79331,2618.0
2845,2020-02-25,World,896.0,82.0,80239,2700.0
2846,2020-02-26,World,864.0,62.0,81109,2762.0
2847,2020-02-27,World,1175.0,42.0,82294,2804.0
2848,2020-02-28,World,1353.0,54.0,83652,2858.0
2849,2020-02-29,World,1748.0,66.0,85403,2924.0
2850,2020-03-01,World,1727.0,53.0,87137,2977.0
2851,2020-03-02,World,1801.0,64.0,88948,3043.0
2852,2020-03-03,World,1912.0,67.0,90869,3112.0
2853,2020-03-04,World,2217.0,86.0,93090,3198.0
2854,2020-03-05,World,2220.0,79.0,95324,3280.0
2855,2020-03-06,World,2864.0,99.0,98192,3380.0
2856,2020-03-07,World,3730.0,104.0,101927,3486.0
2857,2020-03-08,World,3644.0,96.0,105592,3584.0
2858,2020-03-09,World,3979.0,224.0,109577,3809.0
2859,2020-03-10,World,4119.0,201.0,113702,4012.0
2860,2020-03-11,World,4611.0,275.0,118319,4292.0
2861,2020-03-12,World,6936.0,317.0,125260,4613.0
2862,2020-03-13,World,7488.0,338.0,132758,4956.0
2863,2020-03-14,World,9761.0,433.0,142534,5392.0
2864,2020-03-15,World,10967.0,343.0,153517,5735.0
2865,2020-03-16,World,13971.0,855.0,167506,6606.0
2866,2020-03-17,World,11594.0,819.0,179112,7426.0
